national_number,version,description
0014,HeartGold,"Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked."
0014,SoulSilver,"From this form, it will grow into an adult. As its body becomes softer, the external shell hardens."
0014,Black / White / Black 2 / White 2,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
0014,X,"Almost incapable of moving, this Pokémon can only harden its shell to protect itself when it is in danger."
0014,Y,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
0014,Omega Ruby / Alpha Sapphire,"Kakuna remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch."
0014,Let's Go Pikachu / Let's Go Eevee,"Able to move only slightly. When endangered, it may stick out its stinger and poison its enemy."
0014,Brilliant Diamond / Shining Pearl,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
0015,Red / Blue,Flies at high speed and attacks using its large venomous stingers on its forelegs and tail.
0015,Yellow,It has 3 poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.
0015,Gold,It can take down any opponent with its powerful poison stingers. It sometimes attacks in swarms.
0015,Silver,It has three poison barbs. The barb on its tail secretes the most powerful poison.
0015,Crystal,"It uses sharp, poisonous stings to defeat prey, then takes the victim back to its nest for food."
0015,Ruby / Sapphire,"BEEDRILL is extremely territorial. No one should ever approach its nest - this is for their own safety. If angered, they will attack in a furious swarm."
0015,FireRed,"May appear in a swarm. Flies at violent speeds, all the while stabbing with the toxic stinger on its rear."
0015,LeafGreen,It flies at high speed and attacks using the large venomous stingers on its forelegs and tail.
0015,Emerald,"A BEEDRILL is extremely territorial. For safety reasons, no one should ever approach its nest. If angered, they will attack in a swarm."
0015,Diamond / Pearl / Platinum,"Its best attack involves flying around at high speed, striking with poison needles, then flying off."
0015,HeartGold,It can take down any opponent with its powerful poison stingers. It sometimes attacks in swarms.
0015,SoulSilver,It has three poison barbs. The barb on its tail secretes the most powerful poison.
0015,Black / White / Black 2 / White 2,"Its best attack involves flying around at high speed, striking with poison needles, then flying off."
0015,X,It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.
0015,Y,"May appear in a swarm. Flies at violent speeds, all the while stabbing with the toxic stinger on its rear."
0015,Omega Ruby / Alpha Sapphire,"Beedrill is extremely territorial. No one should ever approach its nest—this is for their own safety. If angered, they will attack in a furious swarm."
0015,Let's Go Pikachu / Let's Go Eevee,It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.
0015,Brilliant Diamond / Shining Pearl,"Its best attack involves flying around at high speed, striking with poison needles, then flying off."
0016,Red / Blue,A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.
0016,Yellow,"Very docile. If attacked, it will often kick up sand to protect itself rather than fight back."
0016,Gold,"It usually hides in tall grass. Because it dislikes fighting, it protects itself by kicking up sand."
0016,Silver,"Common in grassy areas and forests, it is very docile and will chase off enemies by flapping up sand."
0016,Crystal,"It rapidly flaps its wings in the grass, stirring up a dust cloud that drives insect prey out into the open."
0016,Ruby / Sapphire,"PIDGEY has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings."
0016,FireRed,"Does not like to fight. It hides in tall grass and so on, foraging for food such as small bugs."
0016,LeafGreen,A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.
0016,Emerald,"It has an extremely sharp sense of direction. It can unerringly return home to its nest, however far it may be removed from its familiar surroundings."
0016,Diamond / Pearl / Platinum,"It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back."
0016,HeartGold,"It usually hides in tall grass. Because it dislikes fighting, it protects itself by kicking up sand."
0016,SoulSilver,"Common in grassy areas and forests, it is very docile and will chase off enemies by flapping up sand."
0016,Black / White / Black 2 / White 2,"It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back."
0016,X,A common sight in forests and woods. It flaps its wings at ground level to kick up blinding sand.
0016,Y,"It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back."
0016,Omega Ruby / Alpha Sapphire,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings."
0016,Let's Go Pikachu / Let's Go Eevee,"Very docile. If attacked, it will often kick up sand to protect itself rather than fight back."
0016,Brilliant Diamond / Shining Pearl,"It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back."
0017,Red / Blue,"Very protective of its sprawling territorial area, this POKéMON will fiercely peck at any intruder."
0017,Yellow,This POKéMON is full of vitality. It constantly flies around its large territory in search of prey.
0017,Gold,"It has outstanding vision. However high it flies, it is able to distinguish the movements of its prey."
0017,Silver,"It immobilizes its prey using well-developed claws, then carries the prey more than 60 miles to its nest."
0017,Crystal,"It slowly flies in a circular pattern, all the while keeping a sharp lookout for prey."
0017,Ruby / Sapphire,"PIDGEOTTO claims a large area as its own territory. This POKéMON flies around, patrolling its living space. If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws."
0017,FireRed,The claws on its feet are well developed. It can carry prey such as an EXEGGCUTE to its nest over 60 miles away.
0017,LeafGreen,"Very protective of its sprawling territorial area, this POKéMON will fiercely peck at any intruder."
0017,Emerald,"This POKéMON flies around, patrolling its large territory. If its living space is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws."
0017,Diamond / Pearl / Platinum,"It flies over its wide territory in search of prey, downing it with its highly developed claws."
0017,HeartGold,"It has outstanding vision. However high it flies, it is able to distinguish the movements of its prey."
0017,SoulSilver,"It renders its prey immobile using well-developed claws, then carries the prey more than 60 miles to its nest."
0017,Black / White / Black 2 / White 2,"It flies over its wide territory in search of prey, downing it with its highly developed claws."
0017,X,The claws on its feet are well developed. It can carry prey such as an Exeggcute to its nest over 60 miles away.
0017,Y,"Very protective of its sprawling territorial area, this Pokémon will fiercely peck at any intruder."
0017,Omega Ruby / Alpha Sapphire,"Pidgeotto claims a large area as its own territory. This Pokémon flies around, patrolling its living space. If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws."
0017,Let's Go Pikachu / Let's Go Eevee,This Pokémon is full of vitality. It constantly flies around its large territory in search of prey.
0017,Brilliant Diamond / Shining Pearl,"It flies over its wide territory in search of prey, downing it with its highly developed claws."
